"row_number","wikipedia_title","battle_id","status","issue_count","internal_issue_count","stable_mismatch_count","diagnostic_mismatch_count","issue_types","stable_mismatch_fields","diagnostic_mismatch_fields","live_title","live_pageid","live_fetch_mode","notes"
"21","Han conquest of Gojoseon","battle_19503687","needs_review","26","1","18","7","rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|strength_side_b_min|strength_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family|extraction_confidence","Han conquest of Gojoseon","19503687","full_parse_fallback",""
"25","Han conquest of Nanyue","battle_38024939","needs_review","27","1","18","8","rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_a_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Han conquest of Nanyue","38024939","full_parse_fallback",""
"41","Han conquest of Dian","battle_39899639","needs_review","23","1","14","8","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|belligerent_1_raw|belligerent_2_raw|strength_side_a_raw|strength_side_b_raw|strength_side_b_min|strength_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Han conquest of Dian","39899639","full_parse_fallback",""
"121","Battle of Xiapi","battle_8149150","needs_review","3","1","2","0","invalid_result_type","latitude|longitude","","Battle of Xiapi","8149150","wikitext_batch",""
"145","Battle of Anyi","battle_60236241","needs_review","7","1","2","4","invalid_result_type","latitude|longitude","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Anyi","60236241","wikitext_batch",""
"155","Battle of White Wolf Mountain","battle_23602094","needs_review","5","1","0","4","invalid_result_type","","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of White Wolf Mountain","23602094","wikitext_batch",""
"199","Battle of Cannae","battle_157814","needs_review","1","1","0","0","invalid_result_type","","","Battle of Cannae","157814","wikitext_batch",""
"230","Battle of Sellasia","battle_2011100","needs_review","1","1","0","0","invalid_result_type","","","Battle of Sellasia","2011100","wikitext_batch",""
"233","Battle of Telamon","battle_2472426","needs_review","23","0","18","5","","location_raw|location_normalized|latitude|longitude|result_raw|result_normalized|result_type|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_b_min|casualties_side_a_min|casualties_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Telamon","2472426","wikitext_batch",""
"248","Invasions of Epidamnus","battle_42523928","needs_review","23","1","14","8","rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_b_raw|casualties_side_a_raw|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Invasions of Epidamnus","42523928","full_parse_fallback",""
"255","Battle of Mount Qi","battle_36831150","needs_review","1","1","0","0","invalid_result_type","","","Battle of Mount Qi","36831150","wikitext_batch",""
"272","Sima Yi's Liaodong campaign","battle_27655775","needs_review","1","1","0","0","invalid_result_type","","","Sima Yi's Liaodong campaign","27655775","wikitext_batch",""
"276","Fall of Hatra","battle_60244524","needs_review","18","1","13","4","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Fall of Hatra","60244524","full_parse_fallback",""
"304","Battle of Dongxing","battle_35048389","needs_review","2","2","0","0","invalid_result_type|missing_commanders","","","Battle of Dongxing","35048389","wikitext_batch",""
"314","Roman withdrawal from Africa (255 BC)","battle_51240628","needs_review","37","2","27","8","battle_id_source_title_mismatch|rejected_candidate","date_raw|year|century|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_a_min|casualties_side_a_max|casualties_side_b_min|casualties_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Roman withdrawal from Africa (255 BC)","51240628","full_parse_fallback",""
"325","Odaenathus' Sasanian campaigns","battle_78950559","needs_review","5","1","0","4","invalid_result_type","","page_type_confidence|classification_notes|acceptance_reason|categories","Odaenathus' Sasanian campaigns","78950559","wikitext_batch",""
"345","Battle of Naissus","battle_47928","needs_review","1","1","0","0","invalid_result_type","","","Battle of Naissus","47928","wikitext_batch",""
"360","Battle of Beneventum (275 BC)","battle_1905296","needs_review","15","0","10","5","","location_raw|location_normalized|result_raw|result_normalized|result_type|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Beneventum (275 BC)","1905296","wikitext_batch",""
"399","Third siege of Babylon","battle_62588097","needs_review","10","2","0","8","invalid_result_type|missing_commanders","","page_type_confidence|classification_notes|acceptance_reason|categories|list_page_origin|parent_list_page|discovery_root|source_family","Third siege of Babylon","62588097","wikitext_batch",""
"466","Battle of Pandosia","battle_3130557","needs_review","1","1","0","0","invalid_result_type","","","Battle of Pandosia","3130557","wikitext_batch",""
"479","Perso-Roman wars of 337–361","battle_57224032","needs_review","12","0","4","8","","result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Perso-Roman wars of 337–361","57224032","wikitext_batch",""
"537","Conquest of Former Yan by Former Qin","battle_80140575","needs_review","28","1","23","4","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_b_min|casualties_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Conquest of Former Yan by Former Qin","80140575","full_parse_fallback",""
"558","Battle of Fei River","battle_251746","needs_review","1","1","0","0","invalid_result_type","","","Battle of Fei River","251746","wikitext_batch",""
"566","Siege of Theodosia (389 BC)","battle_53598816","needs_review","7","3","0","4","battle_id_source_title_mismatch|invalid_result_type|missing_commanders","","page_type_confidence|classification_notes|acceptance_reason|categories","Siege of Theodosia (389 BC)","53598816","wikitext_batch",""
"606","Vandal–Frankish war","battle_65528116","needs_review","6","2","0","4","invalid_result_type|missing_commanders","","page_type_confidence|classification_notes|acceptance_reason|categories","Vandal–Frankish war","65528116","wikitext_batch",""
"610","Conquest of Southern Yan by Jin","battle_67299146","needs_review","28","1","19","8","rejected_candidate","date_raw|year|century|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Conquest of Southern Yan by Jin","67299146","full_parse_fallback",""
"647","Siege of Hippo Regius","battle_35516712","needs_review","1","1","0","0","invalid_result_type","","","Siege of Hippo Regius","35516712","wikitext_batch",""
"664","Battle of the Himera River (446 BC)","battle_42338374","needs_review","3","3","0","0","battle_id_source_title_mismatch|invalid_result_type|missing_commanders","","","Battle of the Himera River (446 BC)","42338374","wikitext_batch",""
"713","Battle of Thermopylae","battle_157446","needs_review","1","1","0","0","invalid_result_type","","","Battle of Thermopylae","157446","wikitext_batch",""
"732","Battle of Lade","battle_349855","needs_review","11","1","5","5","invalid_result_type","location_raw|location_normalized|latitude|longitude|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Lade","349855","wikitext_batch",""
"758","Scythian campaign of Darius I","battle_47181089","needs_review","20","0","15","5","","war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|strength_side_a_min|strength_side_b_min|strength_side_b_max|casualties_side_a_min|casualties_side_a_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Scythian campaign of Darius I","47181089","wikitext_batch",""
"769","Battle of the Unstrut River (531)","battle_35561084","needs_review","2","2","0","0","battle_id_source_title_mismatch|invalid_result_type","","","Battle of the Unstrut River (531)","35561084","wikitext_batch",""
"771","Battle of Autun (532)","battle_35561083","needs_review","2","2","0","0","battle_id_source_title_mismatch|invalid_result_type","","","Battle of Autun (532)","35561083","wikitext_batch",""
"796","Siege of Sisauranon (541)","battle_71468470","needs_review","6","2","0","4","battle_id_source_title_mismatch|invalid_result_type","","page_type_confidence|classification_notes|acceptance_reason|categories","Siege of Sisauranon (541)","71468470","wikitext_batch",""
"825","Battle of the Volturnus","battle_10927602","needs_review","13","1","7","5","invalid_result_type","location_raw|location_normalized|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of the Volturnus","10927602","wikitext_batch",""
"833","Battle of Cúl Dreimhne","battle_42381594","needs_review","1","1","0","0","invalid_result_type","","","Battle of Cúl Dreimhne","42381594","wikitext_batch",""
"867","Battle of Linyuguan","battle_25901249","needs_review","1","1","0","0","invalid_result_type","","","Battle of Linyuguan","25901249","wikitext_batch",""
"871","Sui–Early Lý War","battle_39568484","needs_review","11","1","2","8","invalid_result_type","war_name|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Sui–Early Lý War","39568484","wikitext_batch",""
"880","Median invasion of Urartu","battle_79574493","needs_review","20","1","15","4","rejected_candidate","date_raw|year|century|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Median invasion of Urartu","79574493","full_parse_fallback",""
"949","Battle of River","battle_7517417","needs_review","18","0","13","5","","location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|casualties_side_b_raw|casualties_side_b_min|casualties_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of River","7517417","wikitext_batch",""
"990","Emperor Taizong's campaign against the Western Regions","battle_12025263","needs_review","1","1","0","0","invalid_result_type","","","Emperor Taizong's campaign against the Western Regions","12025263","wikitext_batch",""
"1018","Tang campaign against Kucha","battle_39786201","needs_review","12","1","3","8","invalid_result_type","commander_side_a_raw|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family","Tang campaign against Kucha","39786201","wikitext_batch",""
"1136","Siege of Narbonne (752–759)","battle_36086997","needs_review","9","2","0","7","battle_id_source_title_mismatch|invalid_result_type","","page_type_confidence|classification_notes|acceptance_reason|categories|list_page_origin|parent_list_page|source_family","Siege of Narbonne (752–759)","36086997","wikitext_batch",""
"1139","Battle of Xiangji Temple","battle_76038026","needs_review","6","1","1","4","invalid_result_type","battle_type","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Xiangji Temple","76038026","wikitext_batch",""
"1146","Alid revolt of 762–763","battle_36889983","needs_review","22","1","13","8","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Alid revolt of 762–763","36889983","full_parse_fallback",""
"1164","Tabaristan uprising","battle_73964024","needs_review","18","1","13","4","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Tabaristan uprising","73964024","full_parse_fallback",""
"1218","Battle of Jengland","battle_18147054","needs_review","1","1","0","0","invalid_result_type","","","Battle of Jengland","18147054","wikitext_batch",""
"1238","Shilong's invasion of Sichuan","battle_79127250","needs_review","28","1","23","4","rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|result_normalized|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_b_min|casualties_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Shilong's invasion of Sichuan","79127250","full_parse_fallback",""
"1247","Siege of Melite (870)","battle_51327857","needs_review","8","2","2","4","battle_id_source_title_mismatch|invalid_result_type","latitude|longitude","page_type_confidence|classification_notes|acceptance_reason|categories","Siege of Melite (870)","51327857","wikitext_batch",""
"1301","Battle of Hama (903)","battle_39046400","needs_review","2","2","0","0","battle_id_source_title_mismatch|invalid_result_type","","","Battle of Hama (903)","39046400","wikitext_batch",""
"1312","Battle of Mount Zemaraim","battle_40128434","needs_review","1","1","0","0","invalid_result_type","","","Battle of Mount Zemaraim","40128434","wikitext_batch",""
"1326","Battle of Langshan Jiang","battle_16573393","needs_review","1","1","0","0","invalid_result_type","","","Battle of Langshan Jiang","16573393","wikitext_batch",""
"1336","Qarmatian invasion of Iraq","battle_70292658","needs_review","24","1","19","4","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Qarmatian invasion of Iraq","70292658","full_parse_fallback",""
"1388","Battle of Gaoliang River","battle_29242607","needs_review","4","2","2","0","invalid_result_type|missing_commanders","latitude|longitude","","Battle of Gaoliang River","29242607","wikitext_batch",""
"1400","Battle of Kandalur Salai","battle_5908130","needs_review","1","1","0","0","invalid_result_type","","","Battle of Kandalur Salai","5908130","wikitext_batch",""
"1409","Revolt of Tyre (996–998)","battle_41594784","needs_review","20","2","14","4","battle_id_source_title_mismatch|rejected_candidate","date_raw|year|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Revolt of Tyre (996–998)","41594784","full_parse_fallback",""
"1414","Battle of Glenmama","battle_3199595","needs_review","4","1","0","3","invalid_result_type","","list_page_origin|parent_list_page|source_family","Battle of Glenmama","3199595","wikitext_batch",""
"1421","Battle of Calatañazor","battle_5422627","needs_review","11","1","6","4","missing_field","latitude|longitude|result_raw|result_normalized|result_type|notes","acceptance_reason|text_length|categories|extraction_confidence","Battle of Calatañazor","5422627","wikitext_batch",""
"1441","Georgian–Shaddadid wars","battle_79850818","needs_review","8","1","6","1","suspicious_commander_count","result_raw|result_normalized|result_type|belligerent_1_raw|commander_side_a_raw|commander_side_b_raw","categories","Georgian–Shaddadid wars","79850818","wikitext_batch",""
"1461","Kiev uprising (1018)","battle_77812636","needs_review","22","2","16","4","battle_id_source_title_mismatch|rejected_candidate","date_raw|start_date|end_date|year|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Kiev uprising (1018)","77812636","full_parse_fallback",""
"1473","Chola invasion of Srivijaya","battle_42017639","needs_review","19","1","14","4","rejected_candidate","date_raw|end_date|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Chola invasion of Srivijaya","42017639","full_parse_fallback",""
"1483","Battle of Bar-le-Duc","battle_66922944","needs_review","11","1","4","6","missing_field","result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|extraction_confidence","Battle of Bar-le-Duc","66922944","wikitext_batch",""
"1489","Battle of Dandanaqan","battle_2412026","needs_review","17","0","12","5","","latitude|longitude|result_raw|result_normalized|result_type|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_b_min|strength_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Dandanaqan","2412026","wikitext_batch",""
"1516","Battle of Haydaran","battle_68819788","needs_review","6","2","0","4","invalid_result_type|missing_commanders","","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Haydaran","68819788","wikitext_batch",""
"1542","Battle of Brecon","battle_80867417","needs_review","16","1","9","6","missing_field","date_raw|start_date|end_date|year|century|result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories|extraction_confidence","Battle of Brecon","80867417","wikitext_batch",""
"1563","Battle of Móin Mhór","battle_3216244","needs_review","14","1","9","4","missing_field","date_raw|start_date|end_date|year|century|result_raw|result_normalized|result_type|notes","acceptance_reason|text_length|categories|extraction_confidence","Battle of Móin Mhór","3216244","wikitext_batch",""
"1583","Battle of Mailberg","battle_38135850","needs_review","15","2","8","5","invalid_result_type|missing_commanders","war_name|location_raw|location_normalized|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Mailberg","38135850","wikitext_batch",""
"1643","Battle of Valtierra","battle_79601901","needs_review","9","0","4","5","","result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Valtierra","79601901","wikitext_batch",""
"1653","Siege of Nicaea (1113)","battle_13983306","needs_review","13","0","8","5","","location_raw|location_normalized|latitude|longitude|result_raw|result_normalized|result_type|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Siege of Nicaea (1113)","13983306","wikitext_batch",""
"1707","Battle of Fotevik","battle_12203701","needs_review","3","1","2","0","invalid_result_type","latitude|longitude","","Battle of Fotevik","12203701","wikitext_batch",""
"1711","Battle of Crug Mawr","battle_3241540","needs_review","17","1","11","5","invalid_result_type","location_raw|location_normalized|latitude|longitude|result_raw|strength_side_a_raw|strength_side_b_raw|strength_side_a_min|strength_side_b_min|strength_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Crug Mawr","3241540","wikitext_batch",""
"1736","Almohad conquest of Marrakesh (1147)","battle_69058641","needs_review","29","1","24","4","rejected_candidate","date_raw|start_date|end_date|year|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_b_min|casualties_side_b_max|infobox_present","page_type_confidence|classification_notes|acceptance_reason|extraction_confidence","Almohad conquest of Marrakesh (1147)","69058641","full_parse_fallback",""
"1746","Battle of Mount Cadmus","battle_28326272","needs_review","1","1","0","0","invalid_result_type","","","Battle of Mount Cadmus","28326272","wikitext_batch",""
"1889","Battle of Kasahrada (1197)","battle_73502965","needs_review","13","0","8","5","","war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|commander_side_a_raw|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Kasahrada (1197)","73502965","wikitext_batch",""
"1892","Ghurid conquest of Khorasan","battle_77719566","needs_review","18","1","13","4","rejected_candidate","date_raw|end_date|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present","page_type_confidence|classification_notes|acceptance_reason|extraction_confidence","Ghurid conquest of Khorasan","77719566","full_parse_fallback",""
"1945","First Battle of Ulrichen","battle_50007439","needs_review","2","2","0","0","invalid_result_type|missing_commanders","","","First Battle of Ulrichen","50007439","wikitext_batch",""
"1951","Battle of Las Navas de Tolosa","battle_163391","needs_review","25","0","20","5","","location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|commander_side_a_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_a_min|casualties_side_a_max|casualties_side_b_min|casualties_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Las Navas de Tolosa","163391","wikitext_batch",""
"1977","Otrar Catastrophe","battle_70184345","needs_review","33","1","24","8","rejected_candidate","date_raw|end_date|war_name|location_raw|location_normalized|latitude|longitude|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Otrar Catastrophe","70184345","full_parse_fallback",""
"2053","Conquest of Valencia (1238)","battle_78013427","needs_review","24","2","14","8","battle_id_source_title_mismatch|rejected_candidate","date_raw|start_date|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Conquest of Valencia (1238)","78013427","full_parse_fallback",""
"2116","Siege of Maymun-Diz","battle_65224523","needs_review","16","1","10","5","missing_commanders","result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_a_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Siege of Maymun-Diz","65224523","wikitext_batch",""
"2126","Battle of Skuodas (1259)","battle_6875948","needs_review","4","2","2","0","battle_id_source_title_mismatch|invalid_result_type","latitude|longitude","","Battle of Skuodas (1259)","6875948","wikitext_batch",""
"2128","Mongol raids into Palestine","battle_13478215","needs_review","16","1","8","7","missing_field","date_raw|start_date|end_date|year|result_raw|result_normalized|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|source_family|extraction_confidence","Mongol raids into Palestine","13478215","wikitext_batch",""
"2130","Battle of Cassano (1259)","battle_30068211","needs_review","8","2","2","4","battle_id_source_title_mismatch|invalid_result_type","latitude|longitude","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Cassano (1259)","30068211","wikitext_batch",""
"2136","Battle of Montaperti","battle_2582803","needs_review","1","1","0","0","invalid_result_type","","","Battle of Montaperti","2582803","wikitext_batch",""
"2150","Battle of Prinitza","battle_27576762","needs_review","5","1","0","4","invalid_result_type","","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Prinitza","27576762","wikitext_batch",""
"2161","Battle of Benevento","battle_73334","needs_review","17","1","11","5","invalid_result_type","war_name|location_raw|location_normalized|latitude|longitude|commander_side_b_raw|strength_side_a_raw|casualties_side_b_raw|strength_side_a_min|casualties_side_b_min|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Benevento","73334","wikitext_batch",""
"2190","Battle of Roccavione","battle_30082915","needs_review","3","1","2","0","invalid_result_type","latitude|longitude","","Battle of Roccavione","30082915","wikitext_batch",""
"2197","Balban's conquest of Bengal","battle_81213670","needs_review","26","1","17","8","rejected_candidate","war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|infobox_present","page_type_confidence|classification_notes|acceptance_reason|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Balban's conquest of Bengal","81213670","full_parse_fallback",""
"2198","Battle of Desio","battle_23641892","needs_review","3","1","2","0","invalid_result_type","latitude|longitude","","Battle of Desio","23641892","wikitext_batch",""
"2199","Battle of Elbistan","battle_13094402","needs_review","24","0","19","5","","location_raw|location_normalized|result_raw|result_normalized|result_type|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|strength_side_a_min|strength_side_a_max|strength_side_b_min|strength_side_b_max|casualties_side_a_min|casualties_side_b_min|casualties_side_b_max|notes","page_type_confidence|classification_notes|acceptance_reason|text_length|categories","Battle of Elbistan","13094402","wikitext_batch",""
"2233","Battle of Chương Dương","battle_66836355","needs_review","8","1","3","4","invalid_result_type","latitude|longitude|battle_type","page_type_confidence|classification_notes|acceptance_reason|categories","Battle of Chương Dương","66836355","wikitext_batch",""
"2246","Battle of Campaldino","battle_2070091","needs_review","1","1","0","0","invalid_result_type","","","Battle of Campaldino","2070091","wikitext_batch",""
"2250","Rostov Uprising of 1289","battle_74990610","needs_review","20","1","15","4","rejected_candidate","date_raw|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|infobox_present|notes","acceptance_reason|text_length|categories|extraction_confidence","Rostov Uprising of 1289","74990610","full_parse_fallback",""
"2277","Mongol invasion of India (1297–1298)","battle_44941911","needs_review","20","1","15","4","rejected_candidate","war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|casualties_side_a_min|casualties_side_a_max|infobox_present","page_type_confidence|classification_notes|acceptance_reason|extraction_confidence","Mongol invasion of India (1297–1298)","44941911","full_parse_fallback",""
"2286","Alauddin Khalji's conquest of Ranthambore","battle_54762555","needs_review","28","1","19","8","rejected_candidate","date_raw|start_date|end_date|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|strength_side_b_min|strength_side_b_max|infobox_present|notes","acceptance_reason|text_length|categories|list_page_origin|parent_list_page|discovery_root|source_family|extraction_confidence","Alauddin Khalji's conquest of Ranthambore","54762555","full_parse_fallback",""
"2297","Mongol invasion of India (1303)","battle_54861610","needs_review","19","1","14","4","rejected_candidate","date_raw|start_date|end_date|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|infobox_present","page_type_confidence|classification_notes|acceptance_reason|extraction_confidence","Mongol invasion of India (1303)","54861610","full_parse_fallback",""
"2310","Hospitaller conquest of Rhodes","battle_52929670","needs_review","23","1","18","4","rejected_candidate","date_raw|start_date|end_date|war_name|location_raw|location_normalized|result_raw|result_normalized|result_type|belligerent_1_raw|belligerent_2_raw|commander_side_a_raw|commander_side_b_raw|strength_side_a_raw|strength_side_b_raw|casualties_side_a_raw|casualties_side_b_raw|infobox_present","page_type_confidence|classification_notes|acceptance_reason|extraction_confidence","Hospitaller conquest of Rhodes","52929670","full_parse_fallback",""
