row_number,original_battle_id,original_title,decision,reason_code,rebuild_mode,main_file_included,quarantine_included,removed_included
1,battle_1269828,Caratacus' last battle,kept,,wikitext,true,false,false
2,battle_1042730,Air assault,removed_false_positive,known_false_positive|generic_category_signal,wikitext,false,false,true
3,battle_1187231,Battle of Vercellae,kept,,wikitext,true,false,false
4,battle_5905704,Third Battle of Tapae,kept,,wikitext,true,false,false
5,battle_1711717,Trajan's Dacian Wars,kept,,wikitext,true,false,false
6,battle_8467905,Trajan's First Dacian War,kept,,wikitext,true,false,false
7,battle_5999960,Battle of Adamclisi,repaired,,wikitext,true,false,false
8,battle_2224425,Battle of Aquae Sextiae,kept,,wikitext,true,false,false
9,battle_61275535,Battle of Tridentum,kept,,wikitext,true,false,false
10,battle_895420,Second Servile War,kept,,wikitext,true,false,false
11,battle_34184306,War of the Heavenly Horses,repaired,,wikitext,true,false,false
12,battle_1406206,Battle of Arausio,kept,,wikitext,true,false,false
13,battle_8468666,Trajan's Second Dacian War,kept,,wikitext,true,false,false
14,battle_30863164,Battle of Sarmizegetusa,kept,,wikitext,true,false,false
15,battle_61309241,Second Battle of Cirta,kept,,wikitext,true,false,false
16,battle_63509993,Siege of the fortress at Muluccha,kept,,wikitext,true,false,false
17,battle_36242133,Battle of Burdigala,repaired,,wikitext,true,false,false
18,battle_4534026,Battle of Loulan,kept,,wikitext,true,false,false
19,battle_9292796,Siege of Thala,kept,,wikitext,true,false,false
20,battle_3122531,Battle of the Muthul,repaired,,wikitext,true,false,false
21,battle_19503687,Han conquest of Gojoseon,kept,,wikitext,true,false,false
22,battle_63570699,Siege of Zama,kept,,wikitext,true,false,false
23,battle_9292775,Battle of Suthul,kept,,wikitext,true,false,false
24,battle_311735,Operation Blue Star,repaired,,wikitext,true,false,false
25,battle_38024939,Han conquest of Nanyue,kept,,wikitext,true,false,false
26,battle_558453,Jugurthine War,kept,,wikitext,true,false,false
27,battle_3204588,Battle of Noreia,kept,,wikitext,true,false,false
28,battle_3211844,Cimbrian War,kept,,wikitext,true,false,false
29,battle_58038666,Siege of Cirta,kept,,wikitext,true,false,false
30,battle_48463035,Trajan's Parthian campaign,kept,,wikitext,true,false,false
31,battle_1956203,Kitos War,kept,,wikitext,true,false,false
32,battle_4548076,Battle of Mobei,kept,,wikitext,true,false,false
33,battle_47799038,Battle of Vindalium,kept,,wikitext,true,false,false
34,battle_64636633,Battle of the Isère River,kept,,wikitext,true,false,false
35,battle_3134575,Battle of Ecbatana,kept,,wikitext,true,false,false
36,battle_1353923,Herodium,repaired,,wikitext,true,false,false
37,battle_4534946,Battle of Mayi,repaired,,wikitext,true,false,false
38,battle_4626624,Han–Xiongnu Wars,repaired,,wikitext,true,false,false
39,battle_6469947,Siege of Numantia,kept,,wikitext,true,false,false
40,battle_229562,First Servile War,kept,,wikitext,true,false,false
41,battle_39899639,Han conquest of Dian,repaired,,wikitext,true,false,false
42,battle_1356252,Jewish–Roman wars,repaired,,wikitext,true,false,false
43,battle_79629525,Sunpadh Rebellion,kept,,wikitext,true,false,false
44,battle_39871561,Han campaigns against Minyue,repaired,,wikitext,true,false,false
45,battle_82484704,Siege of Dong'ou,kept,,wikitext,true,false,false
46,battle_54202353,Burnswark Hill,repaired,,wikitext,true,false,false
47,battle_6469951,Numantine War,kept,,wikitext,true,false,false
48,battle_2462997,Battle of the Oenoparus,kept,,wikitext,true,false,false
49,battle_31697331,Achaean War,kept,,wikitext,true,false,false
50,battle_2924155,Battle of Corinth (146 BC),kept,,wikitext,true,false,false
51,battle_42545487,Battle of Scarpheia,kept,,wikitext,true,false,false
52,battle_36192780,Battle of Nepheris (147 BC),kept,,wikitext,true,false,false
53,battle_36193794,Battle of the Port of Carthage,kept,,wikitext,true,false,false
54,battle_686151,List of aircraft losses of the Vietnam War,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
55,battle_3154899,Battle of Pydna (148 BC),kept,,wikitext,true,false,false
56,battle_51804400,Battle of Lake Tunis,kept,,wikitext,true,false,false
57,battle_266649,Siege of Carthage (Third Punic War),kept,,wikitext,true,false,false
58,battle_57551,Third Punic War,kept,,wikitext,true,false,false
59,battle_242356,Fourth Macedonian War,kept,,wikitext,true,false,false
60,battle_68318828,Battle of Oroscopa,kept,,wikitext,true,false,false
61,battle_356163,Rebellion of the Seven States,kept,,wikitext,true,false,false
62,battle_6906723,Lusitanian Wars,kept,,wikitext,true,false,false
63,battle_1066080,Battle of Elasa,kept,,wikitext,true,false,false
64,battle_3158121,Battle of Adasa,kept,,wikitext,true,false,false
65,battle_24968386,Battle of Vijithapura,repaired,,wikitext,true,false,false
66,battle_24344027,Roman–Parthian War of 161–166,kept,,wikitext,true,false,false
67,battle_997586,Battle of Beth Zechariah,kept,,wikitext,true,false,false
68,battle_60182017,Siege of Edessa (163),repaired,,wikitext,true,false,false
69,battle_3161575,Battle of Beth Zur,kept,,wikitext,true,false,false
70,battle_11056490,Battle of Ctesiphon (165),kept,,wikitext,true,false,false
71,battle_1219004,Battle of Emmaus,kept,,wikitext,true,false,false
72,battle_60181825,Siege of Edessa (165),kept,,wikitext,true,false,false
73,battle_3134442,Battle of Beth Horon (166 BC),kept,,wikitext,true,false,false
74,battle_3891002,Marcomannic Wars,kept,,wikitext,true,false,false
75,battle_12012137,Battle of the Ascent of Lebonah,kept,,wikitext,true,false,false
76,battle_89348,Battle of Pydna,kept,,wikitext,true,false,false
77,battle_74010056,Siege of Bassania,kept,,wikitext,true,false,false
78,battle_56076826,Siege of Eucratideia,kept,,wikitext,true,false,false
79,battle_43073087,Battle of Carnuntum,repaired,,wikitext,true,false,false
80,battle_3171968,Battle of Callinicus,kept,,wikitext,true,false,false
81,battle_242354,Third Macedonian War,kept,,wikitext,true,false,false
82,battle_13669453,Battle of Jwawon,repaired,,wikitext,true,false,false
83,battle_58552605,Dardanian–Bastarnic war,kept,,wikitext,true,false,false
84,battle_23223203,Battle of Manlian Pass,kept,,wikitext,true,false,false
85,battle_75336898,Shunga–Greek War,repaired,,wikitext,true,false,false
86,battle_6906551,First Celtiberian War,kept,,wikitext,true,false,false
87,battle_27059644,Liang Province rebellion,kept,,wikitext,true,false,false
88,battle_247676,Yellow Turban Rebellion,kept,,wikitext,true,false,false
89,battle_12575824,Battle of Mount Olympus,kept,,wikitext,true,false,false
90,battle_12156744,Galatian War,kept,,wikitext,true,false,false
91,battle_264291,Battle of Magnesia,repaired,,wikitext,true,false,false
92,battle_3172074,Battle of Myonessus,kept,,wikitext,true,false,false
93,battle_46781816,Battle of Venni,kept,,wikitext,true,false,false
94,battle_16682497,Battle of Xingyang (190),kept,,wikitext,true,false,false
95,battle_3122739,Battle of the Eurymedon (190 BC),kept,,wikitext,true,false,false
96,battle_7348577,Campaign against Dong Zhuo,kept,,wikitext,true,false,false
97,battle_66087144,Battle of Corycus,kept,,wikitext,true,false,false
98,battle_779078,Battle of Jieqiao,kept,,wikitext,true,false,false
99,battle_3131620,Battle of Thermopylae (191 BC),kept,,wikitext,true,false,false
100,battle_12598168,Battle of Xiangyang (191),kept,,wikitext,true,false,false
101,battle_18570214,Battle of Yangcheng,kept,,wikitext,true,false,false
102,battle_63204052,Battle of Chang'an,kept,,wikitext,true,false,false
103,battle_9476356,Roman–Seleucid war,kept,,wikitext,true,false,false
104,battle_3175692,Battle of Cyzicus (193),quarantined,insufficient_source_evidence,wikitext,false,true,false
105,battle_18352025,Battle of Fengqiu,kept,,wikitext,true,false,false
106,battle_25792603,Battle of Mutina (193 BC),kept,,wikitext,true,false,false
107,battle_1388504,List of sieges of Constantinople,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
108,battle_3125814,Battle of Issus (194),kept,,wikitext,true,false,false
109,battle_3172517,Battle of Placentia (194 BC),kept,,wikitext,true,false,false
110,battle_12616314,Battle of Yan Province,kept,,wikitext,true,false,false
111,battle_78942054,Roman–Parthian War of 194–198,kept,,wikitext,true,false,false
112,battle_2993524,Siege of Gythium,kept,,wikitext,true,false,false
113,battle_7996519,War against Nabis,kept,,wikitext,true,false,false
114,battle_89309,Battle of Cynoscephalae,kept,,wikitext,true,false,false
115,battle_2315588,Battle of Lugdunum,repaired,,wikitext,true,false,false
116,battle_18683791,Campaign against Yuan Shu,repaired,,wikitext,true,false,false
117,battle_79812805,Siege of Hatra (197–198),kept,,wikitext,true,false,false
118,battle_7615332,War between Cao Cao and Zhang Xiu,kept,,wikitext,true,false,false
119,battle_1221271,Zhang Xiu (warlord),removed_false_positive,known_false_positive|biography_title_signal,wikitext,false,false,true
120,battle_11056518,Battle of Ctesiphon (198),kept,,wikitext,true,false,false
121,battle_8149150,Battle of Xiapi,kept,,wikitext,true,false,false
122,battle_5612207,Battle of Yijing,kept,,wikitext,true,false,false
123,battle_1647186,Battle of Baideng,kept,,wikitext,true,false,false
124,battle_3175423,Battle of Cremona (200 BC),repaired,,wikitext,true,false,false
125,battle_245524,Battle of Guandu,kept,,wikitext,true,false,false
126,battle_3158347,Battle of Panium,kept,,wikitext,true,false,false
127,battle_242353,Second Macedonian War,kept,,wikitext,true,false,false
128,battle_3158092,Battle of Chios (201 BC),kept,,wikitext,true,false,false
129,battle_6080202,Battle of Lade (201 BC),kept,,wikitext,true,false,false
130,battle_80402476,War of the Armenian Succession (201–200 BC),repaired,,wikitext,true,false,false
131,battle_8755756,Battle of Bowang,kept,,wikitext,true,false,false
132,battle_31848054,Battle of Liyang,kept,,wikitext,true,false,false
133,battle_3543978,Battle of Nasielsk,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
134,battle_164286,Battle of Zama,kept,,wikitext,true,false,false
135,battle_8449910,Battle of Cirta,kept,,wikitext,true,false,false
136,battle_9134974,Battle of Gaixia,kept,,wikitext,true,false,false
137,battle_8449915,Battle of Insubria,kept,,wikitext,true,false,false
138,battle_13637368,Battle of Utica (203 BC),kept,,wikitext,true,false,false
139,battle_12589501,Battle of Xiakou,kept,,wikitext,true,false,false
140,battle_7987808,Battle of the Great Plains,kept,,wikitext,true,false,false
141,battle_3171882,Battle of Wei River,kept,,wikitext,true,false,false
142,battle_32027329,Battle of Ye,kept,,wikitext,true,false,false
143,battle_3122638,Battles of Kroton,kept,,wikitext,true,false,false
144,battle_8450227,Siege of Utica,kept,,wikitext,true,false,false
145,battle_60236241,Battle of Anyi,kept,,wikitext,true,false,false
146,battle_3158074,Battle of Jingxing,kept,,wikitext,true,false,false
147,battle_31224863,Battle of Pengcheng,kept,,wikitext,true,false,false
148,battle_5687361,Cretan War (205–200 BC),kept,,wikitext,true,false,false
149,battle_37135902,Battle of Carteia,kept,,wikitext,true,false,false
150,battle_37133298,Battle of Carteia (naval),kept,,wikitext,true,false,false
151,battle_2070168,Battle of Ilipa,kept,,wikitext,true,false,false
152,battle_3101826,Battle of Grumentum,kept,,wikitext,true,false,false
153,battle_3126625,Battle of Julu,kept,,wikitext,true,false,false
154,battle_3117163,Battle of Mantinea (207 BC),kept,,wikitext,true,false,false
155,battle_23602094,Battle of White Wolf Mountain,kept,,wikitext,true,false,false
156,battle_1006880,Battle of the Metaurus,kept,,wikitext,true,false,false
157,battle_2508549,Battle of Baecula,kept,,wikitext,true,false,false
158,battle_351533,Battle of Changban,kept,,wikitext,true,false,false
159,battle_17928375,Battle of Jiangling (208),kept,,wikitext,true,false,false
160,battle_27738394,Battle of Jiangxia,kept,,wikitext,true,false,false
161,battle_57689505,Battle of Petelia,kept,,wikitext,true,false,false
162,battle_763392,Battle of Red Cliffs,kept,,wikitext,true,false,false
163,battle_3383596,Battle of Yiling (208),kept,,wikitext,true,false,false
164,battle_3167881,Battle of the Arius,kept,,wikitext,true,false,false
165,battle_34200043,Siege of Bactra,kept,,wikitext,true,false,false
166,battle_13755150,Battle of Canusium,kept,,wikitext,true,false,false
167,battle_65427437,Battle of Mount Labus,kept,,wikitext,true,false,false
168,battle_15735000,Battle of New Carthage,kept,,wikitext,true,false,false
169,battle_14921000,Battle of Tarentum (209 BC),kept,,wikitext,true,false,false
170,battle_1287206,Chen Sheng and Wu Guang uprising,kept,,wikitext,true,false,false
171,battle_3172448,First Battle of Lamia,kept,,wikitext,true,false,false
172,battle_3175292,Second Battle of Lamia,kept,,wikitext,true,false,false
173,battle_3154852,Battle of Herdonia (210 BC),kept,,wikitext,true,false,false
174,battle_3162710,Battle of Numistro,repaired,,wikitext,true,false,false
175,battle_28174303,Battle of Tong Pass,kept,,wikitext,true,false,false
176,battle_3110207,Battle of the Upper Baetis,kept,,wikitext,true,false,false
177,battle_3171634,Siege of Capua (211 BC),kept,,wikitext,true,false,false
178,battle_15739120,Battle of Beneventum (212 BC),kept,,wikitext,true,false,false
179,battle_3158003,Battle of Capua (212 BC),kept,,wikitext,true,false,false
180,battle_3151909,Battle of Herdonia (212 BC),kept,,wikitext,true,false,false
181,battle_8016197,Battle of Tarentum (212 BC),kept,,wikitext,true,false,false
182,battle_3158056,Battle of the Silarus,kept,,wikitext,true,false,false
183,battle_16773930,Battle of Lucheng,kept,,wikitext,true,false,false
184,battle_35606863,Battle of Ruxu (213),kept,,wikitext,true,false,false
185,battle_16722431,Siege of Jicheng,kept,,wikitext,true,false,false
186,battle_3131557,Siege of Syracuse (213–212 BC),kept,,wikitext,true,false,false
187,battle_9058832,Battle of Beneventum (214 BC),kept,,wikitext,true,false,false
188,battle_3109220,Battle of Nola (214 BC),repaired,,wikitext,true,false,false
189,battle_40139308,Battle of Qi Mountains,kept,,wikitext,true,false,false
190,battle_31575989,Battle of Xiaoyao Ford,kept,,wikitext,true,false,false
191,battle_242352,First Macedonian War,kept,,wikitext,true,false,false
192,battle_838382,Macedonian Wars,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
193,battle_18152723,Battle of Ba,kept,,wikitext,true,false,false
194,battle_5274098,Battle of Decimomannu,kept,,wikitext,true,false,false
195,battle_5475423,Battle of Ibera,kept,,wikitext,true,false,false
196,battle_3109201,Battle of Nola (215 BC),repaired,,wikitext,true,false,false
197,battle_18213024,Battle of Yangping,kept,,wikitext,true,false,false
198,battle_35403013,Qin campaign against the Xiongnu,kept,,wikitext,true,false,false
199,battle_157814,Battle of Cannae,repaired,,wikitext,true,false,false
200,battle_3109154,Battle of Nola (216 BC),repaired,,wikitext,true,false,false
201,battle_57836104,Battle of Silva Litana,kept,,wikitext,true,false,false
202,battle_23737255,Parthian war of Caracalla,kept,,wikitext,true,false,false
203,battle_8433338,Battle of Ager Falernus,kept,,wikitext,true,false,false
204,battle_5126556,Battle of Ebro River,kept,,wikitext,true,false,false
205,battle_9046912,Battle of Geronium,kept,,wikitext,true,false,false
206,battle_349626,Battle of Lake Trasimene,kept,,wikitext,true,false,false
207,battle_55298100,Battle of Leontion,kept,,wikitext,true,false,false
208,battle_13125399,Battle of Nisibis (217),kept,,wikitext,true,false,false
209,battle_927078,Battle of Raphia,kept,,wikitext,true,false,false
210,battle_12598875,Battle of Ruxu (217),kept,,wikitext,true,false,false
211,battle_31635657,Hanzhong Campaign,kept,,wikitext,true,false,false
212,battle_17273443,Roman–Parthian Wars,kept,,wikitext,true,false,false
213,battle_2462890,Battle of Antioch (218),kept,,wikitext,true,false,false
214,battle_5126364,Battle of Cissa,kept,,wikitext,true,false,false
215,battle_8449905,Battle of Lilybaeum,kept,,wikitext,true,false,false
216,battle_1294942,Battle of Ticinus,kept,,wikitext,true,false,false
217,battle_12962824,Battle of the Rhône Crossing,kept,,wikitext,true,false,false
218,battle_238811,Battle of the Trebia,kept,,wikitext,true,false,false
219,battle_28563,Second Punic War,repaired,,wikitext,true,false,false
220,battle_2908061,Battle of Fancheng,kept,,wikitext,true,false,false
221,battle_16758705,Battle of Han River,kept,,wikitext,true,false,false
222,battle_4766651,Battle of Mount Dingjun,kept,,wikitext,true,false,false
223,battle_5836293,Siege of Saguntum,kept,,wikitext,true,false,false
224,battle_55352287,Lyttian War,kept,,wikitext,true,false,false
225,battle_23497381,Social War (220–217 BC),kept,,wikitext,true,false,false
226,battle_255296,Battle of Xiaoting,kept,,wikitext,true,false,false
227,battle_25215061,Qin campaign against the Baiyue,kept,,wikitext,true,false,false
228,battle_3134487,Battle of Clastidium,kept,,wikitext,true,false,false
229,battle_35255565,Battle of Dongkou,kept,,wikitext,true,false,false
230,battle_2011100,Battle of Sellasia,kept,,wikitext,true,false,false
231,battle_10380111,Battle of Hormozdgan,kept,,wikitext,true,false,false
232,battle_3167375,Battle of Faesulae (225 BC),kept,,wikitext,true,false,false
233,battle_2472426,Battle of Telamon,repaired,,wikitext,true,false,false
234,battle_593999,Zhuge Liang's Southern Campaign,kept,,wikitext,true,false,false
235,battle_4876325,Battle of Dyme,kept,,wikitext,true,false,false
236,battle_27035240,Battle of Mount Lycaeum,kept,,wikitext,true,false,false
237,battle_13057967,Xincheng Rebellion,kept,,wikitext,true,false,false
238,battle_475966,Battle of Jieting,kept,,wikitext,true,false,false
239,battle_5915229,Battle of Shiting,kept,,wikitext,true,false,false
240,battle_12729264,Tianshui revolts,kept,,wikitext,true,false,false
241,battle_994822,Zhuge Liang's Northern Expeditions,repaired,,wikitext,true,false,false
242,battle_79153116,Ardashir I's Siege of Hatra,kept,,wikitext,true,false,false
243,battle_43832977,Battle of Paxos,kept,,wikitext,true,false,false
244,battle_38790589,Battle of the Harpasus,kept,,wikitext,true,false,false
245,battle_12833892,Cleomenean War,repaired,,wikitext,true,false,false
246,battle_74084196,First Mesopotamian campaign of Ardashir I,kept,,wikitext,true,false,false
247,battle_1181524,Illyrian Wars,kept,,wikitext,true,false,false
248,battle_42523928,Invasions of Epidamnus,kept,,wikitext,true,false,false
249,battle_12697212,Siege of Chencang,kept,,wikitext,true,false,false
250,battle_42514748,Battle of Phoenice,kept,,wikitext,true,false,false
251,battle_23565461,Qin's wars of unification,repaired,,wikitext,true,false,false
252,battle_42517926,Siege of Issa,kept,,wikitext,true,false,false
253,battle_69916915,Ziwu Campaign,repaired,,wikitext,true,false,false
254,battle_45305445,Battle of Hefei (231),kept,,wikitext,true,false,false
255,battle_36831150,Battle of Mount Qi,kept,,wikitext,true,false,false
256,battle_42513975,Siege of Medion,kept,,wikitext,true,false,false
257,battle_73586873,Sasanian campaign of Severus Alexander,kept,,wikitext,true,false,false
258,battle_31575992,Battle of Hefei (233),kept,,wikitext,true,false,false
259,battle_31575993,Battle of Hefei (234),kept,,wikitext,true,false,false
260,battle_6606251,Battle of Wuzhang Plains,kept,,wikitext,true,false,false
261,battle_25177352,Battle at the Harzhorn,kept,,wikitext,true,false,false
262,battle_3019689,Gothic wars,kept,,wikitext,true,false,false
263,battle_79661948,Second Mesopotamian campaign of Ardashir I,kept,,wikitext,true,false,false
264,battle_39140192,Siege of Nisibis (237),kept,,wikitext,true,false,false
265,battle_64471347,Battle of Aphrodisium,kept,,wikitext,true,false,false
266,battle_3134362,Battle of Carthage (238),kept,,wikitext,true,false,false
267,battle_65007884,Battle of Leptis Parva,kept,,wikitext,true,false,false
268,battle_4659200,Battle of the Saw,kept,,wikitext,true,false,false
269,battle_26630447,Seleucid–Parthian Wars,kept,,wikitext,true,false,false
270,battle_40167515,Siege of Aquileia,kept,,wikitext,true,false,false
271,battle_24515871,Siege of Tunis (Mercenary War),kept,,wikitext,true,false,false
272,battle_27655775,Sima Yi's Liaodong campaign,kept,,wikitext,true,false,false
273,battle_38800791,Battle of Ancyra,kept,,wikitext,true,false,false
274,battle_3128569,Battle of Utica,repaired,,wikitext,true,false,false
275,battle_2263165,Battle of the Bagradas River (240 BC),repaired,,wikitext,true,false,false
276,battle_60244524,Fall of Hatra,kept,,wikitext,true,false,false
277,battle_12846835,Jiang Wei's Northern Expeditions,kept,,wikitext,true,false,false
278,battle_80201568,Shapur I's first Roman campaign,kept,,wikitext,true,false,false
279,battle_73352718,Battle of Fancheng (241),kept,,wikitext,true,false,false
280,battle_45306432,Battle of Quebei,kept,,wikitext,true,false,false
281,battle_468676,Battle of the Aegates,kept,,wikitext,true,false,false
282,battle_37272121,Battle of the Caecus River,kept,,wikitext,true,false,false
283,battle_869748,Mercenary War,kept,,wikitext,true,false,false
284,battle_79175712,Sasanian campaign of Gordian III,repaired,,wikitext,true,false,false
285,battle_3158640,Battle of Resaena,kept,,wikitext,true,false,false
286,battle_6023888,Battle of Misiche,repaired,,wikitext,true,false,false
287,battle_17213691,Battle of Xingshi,kept,,wikitext,true,false,false
288,battle_11782884,Goguryeo–Wei War,kept,,wikitext,true,false,false
289,battle_7629163,Battle of Andros (246 BC),kept,,wikitext,true,false,false
290,battle_71563472,Gothic War (248–253),kept,,wikitext,true,false,false
291,battle_468671,Battle of Drepana,kept,,wikitext,true,false,false
292,battle_59866139,Battle of Phintias,kept,,wikitext,true,false,false
293,battle_46246853,Battle of Verona (249),kept,,wikitext,true,false,false
294,battle_46662966,Battle of Beroe,kept,,wikitext,true,false,false
295,battle_46247103,Battle of Nicopolis ad Istrum,kept,,wikitext,true,false,false
296,battle_3109105,Battle of Panormus,kept,,wikitext,true,false,false
297,battle_36183137,Siege of Lilybaeum (250–241 BC),kept,,wikitext,true,false,false
298,battle_3172285,Siege of Philippopolis (250),kept,,wikitext,true,false,false
299,battle_4975,Battle of Abritus,kept,,wikitext,true,false,false
300,battle_23341750,Three Rebellions in Shouchun,kept,,wikitext,true,false,false
301,battle_35030087,Wang Ling's Rebellion,kept,,wikitext,true,false,false
302,battle_6024084,Battle of Barbalissos,kept,,wikitext,true,false,false
303,battle_57087186,Siege of Nisibis (252),kept,,wikitext,true,false,false
304,battle_35048389,Battle of Dongxing,kept,,wikitext,true,false,false
305,battle_31575995,Battle of Hefei (253),kept,,wikitext,true,false,false
306,battle_50823952,Battle of Interamna Nahars,kept,,wikitext,true,false,false
307,battle_39147951,Siege of Antioch (253),kept,,wikitext,true,false,false
308,battle_79138068,Siege of Emesa (253),repaired,,wikitext,true,false,false
309,battle_9978816,Battle of Thermopylae (254),kept,,wikitext,true,false,false
310,battle_58021010,Siege of Thessalonica (254),kept,,wikitext,true,false,false
311,battle_17233478,Battle of Didao,kept,,wikitext,true,false,false
312,battle_1365560,Battle of the Bagradas River (255 BC),kept,,wikitext,true,false,false
313,battle_34966357,Guanqiu Jian and Wen Qin's Rebellion,kept,,wikitext,true,false,false
314,battle_51240628,Roman withdrawal from Africa (255 BC),kept,,wikitext,true,false,false
315,battle_20681480,Siege of Aspis,kept,,wikitext,true,false,false
316,battle_3109037,Battle of Adys,kept,,wikitext,true,false,false
317,battle_465846,Battle of Cape Ecnomus,repaired,,wikitext,true,false,false
318,battle_39831094,Siege of Dura-Europos (256),kept,,wikitext,true,false,false
319,battle_1591898,Battle of Tyndaris,kept,,wikitext,true,false,false
320,battle_23567330,Zhuge Dan's Rebellion,kept,,wikitext,true,false,false
321,battle_3171807,Battle of Sulci,kept,,wikitext,true,false,false
322,battle_54519130,Battle of Handan,kept,,wikitext,true,false,false
323,battle_8009553,Battle of Mediolanum,kept,,wikitext,true,false,false
324,battle_57795031,Battle of Thermae,kept,,wikitext,true,false,false
325,battle_78950559,Odaenathus' Sasanian campaigns,repaired,,wikitext,true,false,false
326,battle_3034317,Battle of Edessa,repaired,,wikitext,true,false,false
327,battle_50007544,Battle of Ephesus (ca. 258 BC),quarantined,insufficient_source_evidence,wikitext,false,true,false
328,battle_464647,Battle of Mylae,kept,,wikitext,true,false,false
329,battle_464643,Battle of the Lipari Islands,repaired,,wikitext,true,false,false
330,battle_39765329,Siege of Caesarea in Cappadocia (260),kept,,wikitext,true,false,false
331,battle_3162971,Battle of Cos,kept,,wikitext,true,false,false
332,battle_1973930,Kalinga War,kept,,wikitext,true,false,false
333,battle_397211,Battle of Agrigentum,kept,,wikitext,true,false,false
334,battle_279551,Battle of Changping,repaired,,wikitext,true,false,false
335,battle_39765969,Battle of Ctesiphon (263),kept,,wikitext,true,false,false
336,battle_73058409,Jiao Province Campaign,kept,,wikitext,true,false,false
337,battle_20695146,Battle of Messana,repaired,,wikitext,true,false,false
338,battle_11427,First Punic War,repaired,,wikitext,true,false,false
339,battle_24417,Punic Wars,kept,,wikitext,true,false,false
340,battle_73031923,Siege of Yong'an,kept,,wikitext,true,false,false
341,battle_36107523,Zhong Hui's Rebellion,kept,,wikitext,true,false,false
342,battle_69484067,Zhao–Xiongnu War,kept,,wikitext,true,false,false
343,battle_2150157,Chremonidean War,kept,,wikitext,true,false,false
344,battle_51306,Battle of Lake Benacus,kept,,wikitext,true,false,false
345,battle_47928,Battle of Naissus,kept,,wikitext,true,false,false
346,battle_37427719,Roman–Gallic wars,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
347,battle_50844058,Siege of Augustodunum Haeduorum,kept,,wikitext,true,false,false
348,battle_73075708,Tufa Shujineng's Rebellion,kept,,wikitext,true,false,false
349,battle_3158506,Battle of Fano,kept,,wikitext,true,false,false
350,battle_2899174,Battle of Pavia (271),kept,,wikitext,true,false,false
351,battle_3122832,Battle of Placentia (271),kept,,wikitext,true,false,false
352,battle_63430383,Battle of Argos,kept,,wikitext,true,false,false
353,battle_3161718,Battle of Emesa,kept,,wikitext,true,false,false
354,battle_3172224,Battle of Immae,kept,,wikitext,true,false,false
355,battle_73025627,Battle of Xiling,kept,,wikitext,true,false,false
356,battle_18508525,Siege of Sparta,kept,,wikitext,true,false,false
357,battle_46662926,Siege of Tyana (272),kept,,wikitext,true,false,false
358,battle_3129531,Battle of Châlons (274),kept,,wikitext,true,false,false
359,battle_38772872,Battle of the Aous (274 BC),kept,,wikitext,true,false,false
360,battle_1905296,Battle of Beneventum (275 BC),repaired,,wikitext,true,false,false
361,battle_34167903,Battle of the Strait of Messina,kept,,wikitext,true,false,false
362,battle_38755479,Battle of Lysimachia,kept,,wikitext,true,false,false
363,battle_34167455,Battle of the Cranita hills,kept,,wikitext,true,false,false
364,battle_34171338,Siege of Lilybaeum (c. 277 BC),kept,,wikitext,true,false,false
365,battle_44996899,Siege of Syracuse (278 BC),kept,,wikitext,true,false,false
366,battle_1226765,Battle of Asculum,kept,,wikitext,true,false,false
367,battle_9978674,Battle of Thermopylae (279 BC),kept,,wikitext,true,false,false
368,battle_641254,Battle of Heraclea,kept,,wikitext,true,false,false
369,battle_57639218,Roman–Greek wars,quarantined,insufficient_source_evidence,wikitext,false,true,false
370,battle_637649,Battle of Corupedium,kept,,wikitext,true,false,false
371,battle_1393860,Pyrrhic War,kept,,wikitext,true,false,false
372,battle_3154809,Battle of Populonia,kept,,wikitext,true,false,false
373,battle_3154480,Battle of Lake Vadimon (283 BC),kept,,wikitext,true,false,false
374,battle_79027452,Carus' Sasanian campaign,kept,,wikitext,true,false,false
375,battle_3153659,Battle of Arretium,kept,,wikitext,true,false,false
376,battle_3134173,Battle of the Margus,kept,,wikitext,true,false,false
377,battle_38795086,Siege of Athens (287 BC),kept,,wikitext,true,false,false
378,battle_38756204,Siege of Thebes (292–291 BC),kept,,wikitext,true,false,false
379,battle_3166553,Battle of Aquilonia,kept,,wikitext,true,false,false
380,battle_6668713,Battle of Yique,kept,,wikitext,true,false,false
381,battle_1044490,Battle of Sentinum,repaired,,wikitext,true,false,false
382,battle_39765753,Battle of Carrhae (296),kept,,wikitext,true,false,false
383,battle_78963602,Galerius' Sasanian campaigns,kept,,wikitext,true,false,false
384,battle_21803081,Battle of Tifernum,kept,,wikitext,true,false,false
385,battle_1044500,Battle of Camerinum,kept,,wikitext,true,false,false
386,battle_3167577,Battle of Lingones,kept,,wikitext,true,false,false
387,battle_28800529,Battle of Satala (298),kept,,wikitext,true,false,false
388,battle_3172263,Battle of Vindonissa,kept,,wikitext,true,false,false
389,battle_28131408,Tonkawa massacre,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
