battle_id,wikipedia_title,status
battle_71707254,Battle of Tordesillas (1520),processed
battle_64602158,1521 Santo Domingo Slave Revolt,processed
battle_73799336,Battle of Aceh (1521),processed
battle_5929391,Battle of Noáin,processed
battle_621117,Battle of Pampeluna,processed
battle_28068942,Battle of Tunmen,processed
battle_15922199,Battle of Villalar,processed
battle_79372605,Maldivian–Portuguese conflicts,processed
battle_71378504,Siege of Šabac (1521),processed
battle_55925331,First Kazakh Civil War,processed
battle_74016524,Pedir expedition (1522),processed
battle_44779328,Siege of Knin,processed
battle_81461577,Bakhchisarai campaign,processed
battle_76158642,Battle of Ash-Shihr (1523),processed
battle_73797632,Battle of Muar River,processed
battle_53895655,Siege of Fuenterrabía (1523–1524),processed
battle_72588884,Battle of Lingga,processed
battle_42501350,Battle of Pfeddersheim,processed
battle_1231296,Battle of Punta Quemada,processed
battle_57377831,Battle of Wurzach,processed
battle_68649275,Battle of Hisar Firoza,processed
battle_43704617,Battle of Melrose,processed
battle_11823525,Ottoman–Habsburg wars,processed
battle_25362917,Siege of Calicut (1526),processed
battle_19784777,Siege of Sambhal,processed
battle_17936452,Battle of Sződfalva,processed
battle_17919376,Battle of Szőlős,processed
battle_74019323,Battle of Aceh (1528),processed
battle_74379820,Battle of Mombasa (1528),processed
battle_18749076,Battle of Chillopampa,processed
battle_24902330,Battle of Formentera,processed
battle_1238496,Battle of Puná,processed
battle_71543782,Battle of al-Shihr (1531),processed
battle_1579604,Second War of Kappel,processed
battle_5216873,Battle of Quipaipán,processed
battle_37342761,Siege of Maribor (1532),processed
battle_78874957,Battle of Duimunisila,processed
battle_42551455,Iguape War,processed
battle_22546986,Battle of Bornholm (1535),processed
battle_7010816,Battle of Idano,processed
battle_39091402,Battle of Little Belt,processed
battle_72639468,Battle of Ugentana,processed
battle_70270296,Spanish expedition to Tlemcen (1535),processed
battle_6877088,Battle of Sendanno,processed
battle_2074605,Battle of Un no Kuchi,processed
battle_25240022,Siege of Corfu (1537),processed
battle_52994801,Battle of Tocarema,processed
battle_81942122,Reishahr rebellion (1539–40),processed
battle_71908090,Battle of Suakin (1541),processed
battle_71528579,Battle of Suez (1541),processed
battle_12783814,Battle of Alltan-Beath,processed
battle_7010958,Battle of Ankokuji,processed
battle_3277663,Battle of Baçente,processed
battle_56894340,Battle of Benadir,processed
battle_11882169,Battle of Haddon Rig,processed
battle_385738,Battle of Solway Moss,processed
battle_3306462,Battle of the Hill of the Jews,processed
battle_2633733,Siege of Fukuyo,processed
battle_30583979,Siege of Perpignan (1542),processed
battle_57779860,Battle of Karagak,processed
battle_80937854,Battle of Otočac (1543),processed
battle_2634569,Siege of Nagakubo,processed
battle_78789910,Spanish expedition to Tlemcen (1543),processed
battle_27974263,Battle of Sammel,processed
battle_3375224,Battle of the Shirts,processed
battle_68733415,Raid on the Bay of Naples (1544),processed
battle_2661222,Siege of Kojinyama,processed
battle_1368199,Battle of the Solent,processed
battle_2662205,Siege of Takatō (1545),processed
battle_12012248,Battle of Drakenburg,processed
battle_74050955,Battle of Perlis River,processed
battle_360426,Battle of Pinkie,processed
battle_24856984,Aden Revolt,processed
battle_77420792,Battle of Drumlanrig,processed
battle_3933276,Battle of Shiojiritoge,processed
battle_71623494,Battle of al-Shihr (1548),processed
battle_25165027,Siege of Van (1548),processed
battle_79283384,Battle of Vedalai,processed
battle_16507671,Battle of Sauðafell,processed
battle_53849907,Conflicts between the Regency of Algiers and Morocco,processed
battle_78269472,Russo-Caucasian conflict,processed
battle_3305420,Siege of Fukashi,processed
battle_74433005,Siege of Malacca (1551),processed
battle_33341579,Siege of Mirandola (1551),processed
battle_71929219,Siege of Qatif (1551),processed
battle_70192159,Battle of Akatsuka,processed
battle_79116277,Battle of Palást,processed
battle_72782328,Battle of the Bay of Velez,processed
battle_30943162,Capture of Muscat (1552),processed
battle_7629610,Second Margrave War,processed
battle_55490331,Tuggurt Expedition (1552),processed
battle_80469019,Saif Ain-ul-Mulk's Rebellion,processed
battle_2905986,Battle of Oshikibata,processed
battle_32974139,Siege of Iwatsurugi Castle,processed
battle_6990823,Siege of Kannomine,processed
battle_6992956,Siege of Matsuo,processed
battle_12813335,Battle of Garbharry,processed
battle_42019369,Battle of Kivinebb,processed
battle_53414381,Battle of Machhiwara,processed
battle_18470921,Battle of Lagunillas,processed
battle_17927692,Battle of Millarapue,processed
battle_18549985,Battle of Quiapo,processed
battle_32566031,Battle of Rio de Janeiro (1558),processed
battle_29190018,Raid of the Balearic islands (1558),processed
battle_42553779,Siege of Narva (1558),processed
battle_56195655,Siege of Thionville (1558),processed
battle_46519150,Battle of Spancel Hill,processed
battle_57658682,Siege of Bahrain,processed
battle_30153688,Battle of Glasgow (1560),processed
battle_6237767,Battle of Ērģeme,processed
battle_12856392,Battle of Corrichie,processed
battle_67391030,Battle of Vergt,processed
battle_31841922,Siege of Inverness (1562),processed
battle_72743842,Siege of Mazagan (1562),processed
battle_2245289,Battle of Bornholm (1563),processed
battle_8253516,Siege of Musashi-Matsuyama (1563),processed
battle_3322090,Battle of Kōnodai (1564),processed
battle_31457795,Battle of the Ula,processed
battle_77738802,Conquest of the Peñón de Vélez de la Gomera (1564),processed
battle_45044424,Mariovo and Prilep rebellion,processed
battle_3620888,Battle of Affane,processed
battle_5464574,Battle of Axtorna,processed
battle_8287835,Siege of Kuragano,processed
battle_12946195,Battle of Carberry Hill,processed
battle_32566207,Battle of Rio de Janeiro (1567),processed
battle_4697388,Battle of Saint-Denis (1567),processed
battle_810717,Battle of Jemmingen,processed
battle_3273163,Battle of Jodoigne,processed
battle_227190,Battle of Langside,processed
battle_21895390,Battle of San Juan de Ulúa (1568),processed
battle_3105120,Russo-Turkish wars,processed
battle_3328781,Siege of Hachigata (1568),processed
battle_52172432,Battle of Aceh (1569),processed
battle_6982620,Siege of Tachibana,processed
battle_42554243,Siege of Varberg,processed
battle_18556993,Battle of Bun Garbhain,processed
battle_38615215,Battle of Gozo (1570),processed
battle_54683413,Battle of Torran-Roy,processed
battle_26518983,Battle of Craibstone,processed
battle_30664785,Battle of Tillieangus,processed
battle_68417285,Siege of Chaliyam,processed
battle_8389934,Siege of Fukazawa,processed
battle_3298060,Siege of Mount Hiei,processed
battle_355641,Sieges of Nagashima,processed
battle_74638519,Battle of IJsselmeer,processed
battle_32973072,Battle of Kizaki,processed
battle_55868098,Massacre of Naarden,processed
battle_1006085,Siege of Haarlem,processed
battle_26513651,Battle of Haarlemmermeer,processed
battle_73479604,Battle of Stubica (1573),processed
battle_7467428,Battle on the Zuiderzee,processed
battle_4460747,Siege of Hikida Castle,processed
battle_356177,Siege of Noda Castle,processed
battle_3963871,Siege of Takatenjin (1574),processed
battle_26550790,Siege of Wesenberg (1574),processed
battle_17291889,Danzig rebellion,processed
battle_39177813,Siege of Schoonhoven (1575),processed
battle_3563615,Siege of Mitsuji,processed
battle_6804941,Siege of Nanao,processed
battle_17003308,Battle of Lubieszów,processed
battle_17248286,Siege of Danzig (1577),processed
battle_30870706,Siege of Gvozdansko,processed
battle_18593624,Battle of the Spoiling Dyke,processed
battle_35055980,Lala Mustafa Pasha's Caucasian campaign,processed
battle_36629745,English Fury at Mechelen,processed
battle_3651772,Siege of Carrigafoyle Castle,processed
battle_16689357,Siege of Smerwick,processed
battle_26345154,Battle of Salga,processed
battle_9025251,Battle of Chuvash Cape,processed
battle_366926,Battle of Uchidehama,processed
battle_6805092,Siege of Uozu,processed
battle_77336478,Ternate expedition (1582),processed
battle_46935743,Battle of São Vicente,processed
battle_24893115,Siege of Godesberg,processed
battle_3579132,Siege of Kaganoi,processed
battle_4407746,Siege of Takehana,processed
battle_64972374,1585 Ottoman expedition against the Druze,processed
battle_18702782,Battle of the Western Isles,processed
battle_32978191,Siege of Iwaya Castle,processed
battle_7053973,Siege of Toyama,processed
battle_77333794,Ternate expedition (1585),processed
battle_13037788,Battle of Allt Camhna,processed
battle_22833357,Battle of Leckmelm,processed
battle_73813246,Battle of Leitao Coast,processed
battle_42193280,Battle of Pantelleria (1586),processed
battle_40761467,Capture of Axel,processed
battle_11082821,Siege of Akizuki,processed
battle_56768809,Siege of Johor (1587),processed
battle_77447450,Battle of Mombasa (1589),processed
battle_54193328,Bozhou rebellion,processed
battle_46685661,Battle of Bayona Islands (1590),processed
battle_47596289,Battle of Doire Leathan,processed
battle_50023507,Battle of Bhuchar Mori,processed
battle_28258471,Battle of the Berlengas (1591),processed
battle_40366374,Battle of the Gulf of Almería (1591),processed
battle_6847531,Kunohe rebellion,processed
battle_51179194,Siege of Hulst (1591),processed
battle_53890844,Siege of Nijmegen (1591),processed
battle_2275712,Battle of Sacheon (1592),processed
battle_39195894,Battle of the Bay of Biscay (1592),processed
battle_56587938,Ordos campaign (1592),processed
battle_51974774,Siege of Bihać (1592),processed
battle_39617780,Battle of Dryfe Sands,processed
battle_5975581,Battle of Glenlivet,processed
battle_47602196,Siege of Enniskillen (1594),processed
battle_28769807,Battle of Las Palmas,processed
battle_44013373,Siege of Huy (1595),processed
battle_38815879,Siege of Le Catelet (1595),processed
battle_33072893,Siege of Eger (1596),processed
battle_11819481,Battle of Logiebride,processed
battle_157908,Battle of Turnhout (1597),processed
battle_41925282,Capture of Enschede (1597),processed
battle_42230232,Capture of Ootmarsum,processed
battle_31834608,Siege of Bredevoort (1597),processed
battle_42123012,Siege of Meurs (1597),processed
battle_41983090,Siege of Oldenzaal (1597),processed
battle_42123370,Siege of Rheinberg (1597),processed
battle_30457244,Battle of Benbigrie,processed
battle_18593860,Battle of Traigh Ghruinneart,processed
battle_6916275,First Tarnovo Uprising,processed
battle_76560686,Siege of Gori,processed
battle_40825590,Raid on Tabasco (1599),processed
battle_4098145,Siege of Cahir Castle,processed
battle_30725548,Acaxee Rebellion,processed
battle_25006845,Battle of Carinish,processed
battle_18604290,Battle of Coire Na Creiche,processed
battle_18604901,Battle of Morar,processed
battle_45038561,Mutiny of Hoogstraten,processed
battle_3378586,Siege of Dunboy,processed
battle_37556533,Siege of Weissenstein,processed
battle_10549739,Battle of Glen Fruin,processed
battle_79267996,Karakalpak rebellion (1603–1605),processed
battle_52715078,Rokugō rebellion,processed
battle_17952892,Sangley Rebellion (1603),processed
battle_78670142,Battle of Dangpo (1604),processed
battle_56719908,Battle of Novhorod-Siverskyi,processed
battle_39179527,Battle of the Gulf of Cádiz,processed
battle_3177500,Battle of Dobrynichi,processed
battle_56720384,Siege of Kromy,processed
battle_58781704,Siege of Ganja (1606),processed
battle_56741567,Battle of Kozelsk,processed
battle_45564000,Battle of Kilmacrennan,processed
battle_56736788,Battle of Medvezhiy Brod,processed
battle_56739406,Battle of Zaraysk,processed
battle_45583529,Siege of Tory Island,processed
battle_386555,American Indian Wars,processed
battle_8265384,Anglo-Powhatan Wars,processed
battle_79817148,Battle of Paphos,processed
battle_37563348,Battle of Salis,processed
battle_26854500,Battle of Tashiskari,processed
battle_63770534,Battle of Toropets (1609),processed
battle_384160,Beaver Wars,processed
battle_62622393,Burmese–Siamese War (1609–1622),processed
battle_52616,Delaware River,processed
battle_73020511,Franco-Algerian war (1609–1628),processed
battle_36690443,Siege of Pärnu,processed
battle_41459985,Battle of Sorel,processed
battle_808359,Ingrian War,processed
battle_38130935,Siege of Jülich (1610),processed
battle_56640990,Siege of Kalmar,processed
battle_1867090,Battle of Swally,processed
battle_74416054,Portuguese conquest of Maranhão,processed
battle_78560374,Raid on La Goulette (1612),processed
battle_56745307,Siege of Smolensk (1613–1617),processed
battle_56836708,Siege of Tikhvin,processed
battle_12500936,Battle of Kizugawa,processed
battle_56837334,Siege of Gdov,processed
battle_74050976,Battle of Formoso River,processed
battle_1949521,Raid on La Goulette (1615),processed
battle_56836224,Siege of Pskov (1615),processed
battle_27487557,Battle of Cape Gelidonya,processed
battle_79817274,Battle of Cape Palos (1617),processed
battle_2520296,Battle of Playa Honda,processed
battle_77814772,Battle of Ragusa,processed
battle_2106591,Battle of Gibraltar (1618),processed
battle_25692122,Battle of Lomnice,processed
battle_36961928,Siege of Kreuznach,processed
battle_26485573,Battle of Gibraltar (1621),processed
battle_28213644,Battle of Rohilla,processed
battle_53564922,Battle of Shen-Liao,processed
battle_53599291,She–An Rebellion,processed
battle_2588113,Indian massacre of 1622,processed
battle_17904455,Battle of Anjar,processed
battle_71116077,Yi Kwal's Rebellion,processed
battle_33970924,Battle of Aghaiani,processed
battle_36727319,Spanish expedition to Formosa,processed
battle_74598327,Battle in the Bay of São Salvador,processed
battle_36464143,Battle of Czarne,processed
battle_356780,Battle of Oliwa,processed
battle_76448426,Battle of Latarnia,processed
battle_75719911,Tunisian–Algerian War (1628),processed
battle_25700502,Battle of St. Kitts (1629),processed
battle_34702160,Battle of Veillane,processed
battle_3519206,Battle of the Slaak,processed
battle_77720562,Siege of Rheinberg (1633),processed
battle_37103551,Siege of Rheinfelden (1633),processed
battle_28214782,Battle of Amritsar (1634),processed
battle_12260432,Second Battle of Simtokha Dzong,processed
battle_23574984,Dutch pacification campaign on Formosa,processed
battle_76826387,Siege of Erivan (1635),processed
battle_78752060,Battle of Sualkuchi (1636),processed
battle_23585091,Battle of Tornavento,processed
battle_27041932,Battle of Elmina (1637),processed
battle_71957755,Battle of Fukae Village,processed
battle_71975100,Battle of Hondo Castle,processed
battle_7468549,Battle of Kallo,processed
battle_27238622,Covenanters,processed
battle_28401842,Siege of Fuenterrabía (1638),processed
battle_62455592,Battle of the Brig of Dee,processed
battle_23689048,Bishops' Wars,processed
battle_65486976,First Bishops' War,processed
battle_69303895,Sangley Rebellion (1639),processed
battle_1551938,Scotland in the Wars of the Three Kingdoms,processed
battle_37477828,Siege of Salses,processed
battle_30598872,Battle of Cádiz (1640),processed
battle_189058,Battle of Newburn,processed
battle_27028788,Siege of Malacca (1640–1641),processed
battle_28216670,Battle of Cape St. Vincent (1641),processed
battle_29638742,Battle of Mbororé,processed
battle_33546588,Battle of Nanyang,processed
battle_31602239,Battle of Tarragona (August 1641),processed
battle_31377337,Naval battle of Tarragona,processed
battle_61824268,Battle of Babylon Hill,processed
battle_23065956,Battle of Barcelona,processed
battle_181890,Battle of Edgehill,processed
battle_1687448,Battle of Kilrush,processed
battle_27855447,Battle of Kings Norton,processed
battle_1687453,Battle of Liscarroll,processed
battle_23528008,Battle of Lleida (1642),processed
battle_63243306,Battle of Tadcaster,processed
battle_40191231,Siege of Chichester,processed
battle_65850602,Sieges of Bradford,processed
battle_1814573,Battle of Adwalton Moor,processed
battle_17480287,Battle of Aldbourne Chase,processed
battle_966089,Battle of Alton,processed
battle_17374217,Battle of Braddock Down,processed
battle_30690631,Battle of Burton Bridge (1643),processed
battle_22863412,Battle of Camp Hill,processed
battle_23563100,Battle of Cartagena (1643),processed
battle_59677362,Battle of Clones,processed
battle_1080139,Battle of Hopton Heath,processed
battle_34775381,Battle of Leeds,processed
battle_45607041,Battle of Portlester,processed
battle_182268,Battle of Roundway Down,processed
battle_1591752,Battle of Winceby,processed
battle_69692696,Battle of the Gianh River (1643),processed
battle_4217268,First Battle of Middlewich,processed
battle_9599711,Siege of Gloucester,processed
battle_17778863,Siege of Hull (1643),processed
battle_55184350,Siege of Lichfield,processed
battle_10595002,Siege of Reading,processed
battle_55170111,Siege of Worcester (1643),processed
battle_3763648,Battle of Boldon Hill,processed
battle_3108874,Battle of Cheriton,processed
battle_38927674,Battle of Kolding (1644),processed
battle_209183,Battle of Nantwich,processed
battle_60503928,Battle of Oswestry,processed
battle_25023077,Battle of Selby,processed
battle_1236163,Battle of Tippermuir,processed
battle_32657771,Battle of Tipton Green,processed
battle_34775204,Relief of Montgomery Castle,processed
battle_8130520,Siege of Carlisle (1644),processed
battle_33146591,Siege of Chester,processed
battle_34082779,Siege of Newcastle,processed
battle_3139655,Siege of York,processed
battle_1682680,Battle of Alford,processed
battle_19191958,Battle of Annan Moor,processed
battle_1229248,Battle of Inverlochy (1645),processed
battle_807510,Battle of Philiphaugh,processed
battle_16734020,Battle of Tabocas,processed
battle_27885356,Great Siege of Scarborough Castle,processed
battle_19637561,Siege of Duncannon,processed
battle_40295782,Battle of Aberdeen (1646),processed
battle_59256153,Battle of Bovey Heath,processed
battle_37022380,Battle of Lagganmore,processed
battle_27328197,Battle of Orbetello,processed
battle_80055929,Battle of Passempe,processed
battle_10494369,Battle of Stow-on-the-Wold,processed
battle_17627911,Battle of Torrington,processed
battle_5019203,Battle of Dunaverty,processed
battle_30862377,Battle of Dungan's Hill,processed
battle_30862357,Battle of Knocknanuss,processed
battle_11237374,Battle of Kombi,processed
battle_2520114,Battle of Puerto de Cavite,processed
battle_23508883,Battle of Rhunahaorine Moss,processed
battle_82138582,South Atlantic campaign (1647–1649),processed
battle_3072618,Battle of Maidstone,processed
battle_27194041,Battle of Mauchline Muir,processed
battle_23789144,Battle of Preston (1648),processed
battle_5338019,Battle of Stirling (1648),processed
battle_57516290,Massacre of ulema by Amangkurat I,processed
battle_78766849,Siege of Bar,processed
battle_76925065,Tranquebar Rebellion,processed
battle_15779462,Whiggamore Raid,processed
battle_982134,Battle of Focchies,processed
battle_18441681,Battle of Lisnagarvey,processed
battle_37850759,Battle of Zahal,processed
battle_1589903,Siege of Drogheda,processed
battle_55408278,Siege of Dublin (1649),processed
battle_31842209,Siege of Inverness (1649),processed
battle_1057630,Battle of Dunbar (1650),processed
battle_1771608,Battle of Macroom,processed
battle_18793328,Battle of Meelick Island,processed
battle_1647177,Battle of Scarrifholis,processed
battle_15784853,Battle of Tecroghan,processed
battle_19631074,Siege of Charlemont,processed
battle_37343173,Siege of Inverness (1650),processed
battle_1687444,Battle of Knocknaclashy,processed
battle_8207381,Kostka-Napierski uprising,processed
battle_62150810,Siege of Dundee,processed
battle_4582288,Siege of Galway,processed
battle_2635744,Three Hundred and Thirty Five Years' War,processed
battle_65613,Anglo-Dutch wars,processed
battle_37138419,Battle of Vezekény,processed
battle_19269755,Guo Huaiyi rebellion,processed
battle_32457662,Battle of Arronches,processed
battle_28160913,Battle of Bordeaux (1653),processed
battle_52559631,Morning Star rebellion,processed
battle_11084021,Battle of Dalnaspidal,processed
battle_48794100,Battle of Perast,processed
battle_1678122,Battle of the Dardanelles (1654),processed
battle_17421286,Siege of Smolensk (1654),processed
battle_25444258,Swedish wars on Bremen,processed
battle_37934634,Battle of Krosno,processed
battle_20546101,Battle of the Severn,processed
battle_1583693,Peach War,processed
battle_3607029,Siege of Jasna Góra,processed
battle_46233915,Battle of Bloody Run (1656),processed
battle_30213209,Battle of Lubrze,processed
battle_39934971,Battle of Nöteborg (1656),processed
battle_42019067,Battle of Radom (1656),processed
battle_990758,Battle of the Dardanelles (1656),processed
battle_37934343,Battle of Łowicz,processed
battle_42284705,First War of Villmergen,processed
battle_37938423,Raid on Málaga (1656),processed
battle_56844591,Siege of Nyenschantz (1656),processed
battle_28434011,Battle of Ocho Rios,processed
battle_56843205,Battle of Skałat,processed
battle_35802367,Siege of Bidar,processed
battle_77287170,Siege of Lemnos (1657),processed
battle_56843347,Battle of Skuodas (1658),processed
battle_29174651,Battle of Vilanova,processed
battle_39651003,Siege of Dunkirk (1658),processed
battle_3607320,Siege of Kolding (1658),processed
battle_74547916,Siege of Nagapatnam (1658),processed
battle_38734345,Battle of Ebeltoft,processed
battle_33644218,Battle of Khajwa,processed
battle_14295693,Battle of Long Sault,processed
battle_49849036,Battle of Santiago (1660),processed
battle_76300169,Siege of Nagyvárad (1660),processed
battle_34430743,Bruneian Civil War of 1660,processed
battle_40214086,Bashkir rebellion of 1662–1664,processed
battle_32788578,First Battle of Zrínyiújvár,processed
battle_32788795,Second Battle of Zrínyiújvár,processed
battle_42986455,Battle of Stavishche,processed
battle_74403871,De Ruyter's expedition to West Africa,processed
battle_55507630,Djidjelli expedition,processed
battle_25796622,Siege of Léva,processed
battle_6418485,Battle of Montes Claros,processed
battle_42805673,Battle of Mątwy,processed
battle_79305856,Johor–Jambi wars,processed
battle_80826131,Siege of Ponda (1666),processed
battle_6854055,Battle of Cádiz (1669),processed
battle_12199903,Battle of Kitombo,processed
battle_12831151,Battle of Mbidizi River,processed
battle_6657290,Battle of Sinhagad,processed
battle_68919418,Battle of Pungo Andongo,processed
battle_40230670,Battle of Komarno,processed
battle_40221884,Battle of Niemirów,processed
battle_12259733,Battle of Khotyn (1673),processed
battle_20852132,Siege of Bonn (1673),processed
battle_1902031,Siege of Maastricht (1673),processed
battle_72271472,Siege of Naarden (1673),processed
battle_60182789,Battle of Ronas Voe,processed
battle_58825236,Battle of Altenheim,processed
battle_1037605,Battle of Lwów (1675),processed
battle_41482452,Battle of Rathenow,processed
battle_2467450,Battle of Trembowla,processed
battle_54412112,Siege of Ponda (1675),processed
battle_188893,Bacon's Rebellion,processed
battle_59265984,Siege of Maastricht (1676),processed
battle_53447985,Battle of Surabaya (1677),processed
battle_31344617,Siege of Cambrai (1677),processed
battle_26247208,Battle of Bothwell Bridge,processed
battle_3036051,Battle of Drumclog,processed
battle_40505725,Tibet–Ladakh–Mughal war,processed
battle_66177404,French–Tripolitania War,processed
battle_76675447,Siege of La Mamora (1681),processed
battle_38334887,Battle of Itakhuli,processed
battle_64760320,Maratha–Portuguese War (1683–1684),processed
battle_15845048,Polish–Ottoman War (1683–1699),processed
battle_27476959,Bombardment of Genoa,processed
battle_754254,Edward Vernon,processed
battle_53147191,Siege of Santa Maura (1684),processed
battle_64803533,Siege of Visegrád,processed
battle_32629702,Battle of Eperjes,processed
battle_240503,Battle of Sedgemoor,processed
battle_46382804,Battle on Vrtijeljka,processed
battle_240516,Monmouth Rebellion,processed
battle_54583272,Siege of Albazin,processed
battle_32632613,Siege of Érsekújvár (1685),processed
battle_20677652,Jōkyō uprising,processed
battle_17211734,Second Tarnovo Uprising,processed
battle_53155633,Siege of the Acropolis (1687),processed
battle_5888476,Battle of Mulroy,processed
battle_2665429,Battle of Reading (1688),processed
battle_40511963,Siege of Negroponte (1688),processed
battle_8690164,Battle of Bantry Bay,processed
battle_32628291,Battle of Batočina,processed
battle_23727886,Battle of Loup Hill,processed
battle_32627958,Battle of Niš (1689),processed
battle_14372370,Lachine massacre,processed
battle_47843436,Siege of Bonn (1689),processed
battle_47665816,Siege of Carrickfergus,processed
battle_31040567,Siege of Larache (1689),processed
battle_1103509,Williamite War in Ireland,processed
battle_47664208,Battle of Cavan,processed
battle_29544751,Battle of Chedabucto,processed
battle_1701213,Battle of Mytilene (1690),processed
battle_3249996,Battle of Quebec (1690),processed
battle_78777820,Siege of Asilah (1690–1691),processed
battle_1266253,Battle of Aughrim,processed
battle_49872194,Battle of Sabana Real,processed
battle_78639660,Mbwila Rebellion of 1691–1693,processed
battle_6817830,Siege of Limerick (1691),processed
battle_11701885,Siege of Mons (1691),processed
battle_47761388,Battle of Placentia (1692),processed
battle_167850,Massacre of Glencoe,processed
battle_13050040,Raid on York (1692),processed
battle_67619397,Siege of Oran (1693),processed
battle_74570284,Battle of Daman (1694),processed
battle_38256825,Battle of Hodów,processed
battle_5290774,Battle of Torroella,processed
battle_37353977,Komenda Wars,processed
battle_30073795,Raid on Oyster River,processed
battle_77753190,Anglo-Swedish skirmish (1695),processed
battle_930178,Azov campaigns (1695–1696),processed
battle_78688176,Battle of Zeytinburnu,processed
battle_1683233,Battle of the Oinousses Islands,processed
battle_57529591,Battle of Guler (1696),processed
battle_76226428,Battle of Mamora (1696),processed
battle_23522248,Waroux Castle,processed
battle_15978944,Lithuanian Civil War (1697–1702),processed
battle_1244500,Battle of Samothrace (1698),processed
battle_912353,Streltsy uprising,processed
battle_73383125,Battle of Anandpur (1699),processed
battle_14640828,Battle of Anandpur (1700),processed
battle_73317228,Battle of Taragarh,processed
battle_13354580,Battle of Chiari,processed
battle_46246869,Battle of Khelna,processed
battle_42016028,Battle of Petschora,processed
battle_72922094,Assault on Nijmegen (1702),processed
battle_3199133,Battle of Cremona,processed
battle_4869210,Battle of Cádiz (1702),processed
battle_41999131,Battle of Darsūniškis,processed
battle_29758220,Battle of Flint River,processed
battle_3612578,Battle of Friedlingen,processed
battle_57183020,Battle of Santa Vittoria,processed
battle_25044836,Siege of Kehl (1703),processed
battle_37495559,Siege of Thorn (1703),processed
battle_41032014,Battle of Biskupice,processed
battle_79680672,Battle of Bonavista,processed
battle_73663761,Battle of Surat (1704),processed
battle_46247959,Battle of Torna,processed
battle_56052757,Kuridža's Rebellion,processed
battle_2080956,Raid on Deerfield,processed
battle_26683318,Raid on Grand Pré,processed
battle_26345310,Siege of Narva (1704),processed
battle_35939762,Siege of Wagingera,processed
battle_9757309,Battle of Elixheim,processed
battle_39766854,Battle of Hogland (1705),processed
battle_70688222,Battle of Palanga,processed
battle_25685979,Bavarian uprising of 1705–1706,processed
battle_56129264,Siege of Haguenau (1705),processed
battle_51376427,Siege of Nice (1705),processed
battle_75051792,Siege of Tripoli (1705),processed
battle_56128854,Siege of Zoutleeuw,processed
battle_51376642,Battle of El Albujón,processed
battle_51376532,Battle of Murcia,processed
battle_1249689,Comanche Wars,processed
battle_26391192,Lefebvre's Charles Town expedition,processed
battle_33934630,Siege of Alcántara (1706),processed
battle_23044578,Siege of Barcelona (1706),processed
battle_73536050,Siege of Menin (1706),processed
battle_2112709,Battle at The Lizard,processed
battle_75656,Battle of Almansa,processed
battle_53972332,Siege of Ciudad Rodrigo (1707),processed
battle_29892676,Siege of Pensacola (1707),processed
battle_28907939,Raid on Haverhill (1708),processed
battle_61679720,Siege of Ghent (1708),processed
battle_73450001,Battle of Amritsar (1709),processed
battle_74626616,Siege of Mons (1709),processed
battle_4813862,Battle of Almenar,processed
battle_48073580,Battle of Rahon (1710),processed
battle_47766319,Battle of Sadhaura,processed
battle_45366436,Siege of Sirhind,processed
battle_12587155,Battle of Ain Dara,processed
battle_16259934,Battle of Bloody Creek (1711),processed
battle_50021324,Battle of Wismar (1711),processed
battle_9770880,Siege of Bouchain (1711),processed
battle_157379,Battle of Denain,processed
battle_1593523,Battle of Fladstrand,processed
battle_12848352,Fox Wars,processed
battle_55822090,Siege of Bouchain (1712),processed
battle_42318206,Toggenburg War,processed
battle_1590037,Battle of Hogland (1713),processed
battle_39624863,Battle of Rügen (1715),processed
battle_2214962,Battle of Sheriffmuir,processed
battle_32126334,Siege of Brahan,processed
battle_65044424,Siege of Culloden House (1715),processed
battle_31842650,Siege of Inverness (1715),processed
battle_32107553,Skirmish of Alness,processed
battle_53305098,Skirmish of Dunfermline,processed
battle_44385294,Battle of Høland,processed
battle_58037051,Siege of Temeşvar (1716),processed
battle_15691868,1717 Omani invasion of Bahrain,processed
battle_1949632,Battle of Imbros (1717),processed
battle_1829316,Battle of Matapan,processed
battle_79436104,Battle of Slankamen (1717),processed
battle_18174259,Battle of Milazzo (1718),processed
battle_79432410,Battle of Ocracoke,processed
battle_26436125,Battle of Cape St. Vincent (1719),processed
battle_18187922,Battle of Francavilla,processed
battle_68131525,Siege of San Sebastián (1719),processed
battle_80618754,Battle of Dilaram,processed
battle_57550,Charles Edward Stuart,processed
battle_4006553,Villasur expedition,processed
battle_32139706,Battle of Coille Bhan,processed
battle_68926612,Battle of Fatehpur Sikri,processed
battle_32047951,Battle of Glen Affric,processed
battle_8587752,Chickasaw Wars,processed
battle_29174887,Battle of Winnepang,processed
battle_82306230,Battle of Cailaco,processed
battle_43740287,Khorasan campaign of Nader Shah,processed
battle_48859636,Battle of Halidzor,processed
battle_43741457,Battle of Sangan,processed
battle_48564151,Battle of Herat (1729),processed
battle_43743156,Battle of Kafer Qal'eh,processed
battle_43742720,Herat campaign of 1729,processed
battle_43905012,Herat campaign of 1730–1732,processed
battle_81258404,Siege of Mashhad (1730),processed
battle_18483512,1733 slave insurrection on St. John,processed
battle_43866242,Mohammad Khan Baluch's Rebellion,processed
battle_43809096,Siege of Baghdad (1733),processed
